LibraryAdministration,LibraryCode,ID,Library,Address,ZIPcode,Town,wikidata:Town,Province,wikidata:Province,Telephone,Email
Biblioteca Pública Municipal de Santa María del Campo Rus,387,16008743987,BIBLIOTECA PÚBLICA MUNICIPAL DE SANTA MARÍA DEL CAMPO RUS,"Plaza de Carlos Patiño, 1",16621,Santa María del Campo Rus,https://www.wikidata.org/wiki/Q1648624,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969196047,PALMIRAhm3@hotmail.com
Biblioteca Pública Municipal Herminio Sanz (Sisante),388,16005333959,BIBLIOTECA PÚBLICA MUNICIPAL DE SISANTE,"Juan Carlos I, 1",16700,Sisante,https://www.wikidata.org/wiki/Q195679,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969387542,biblioteca@sisante.net
Bibliotecas dependientes del Ayuntamiento de Sotorribas,766,16011621259,BIBLIOTECA PÚBLICA MUNICIPAL DE RIBAGORDA,Cuenca,16143,Sotorribas,https://www.wikidata.org/wiki/Q195680,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969288982,bpmsotos@yahoo.es
Bibliotecas dependientes del Ayuntamiento de Sotorribas,765,16011626621,BIBLIOTECA PÚBLICA MUNICIPAL DE SOTOS,"Herreros, 9",16143,Sotorribas,https://www.wikidata.org/wiki/Q195680,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969288982,bpmsotos@yahoo.es
Biblioteca Pública Municipal de Talayuelas,389,16005483960,BIBLIOTECA PÚBLICA MUNICIPAL DE TALAYUELAS,"Obispo Almonacid, 9",16320,Talayuelas,https://www.wikidata.org/wiki/Q1552503,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969363280,bpmtalayuelas@gmail.com
Biblioteca Pública Municipal de Tarancón,390,16005513961,BIBLIOTECA PÚBLICA MUNICIPAL DE TARANCÓN,"San Isidro, s/n",16400,Tarancón,https://www.wikidata.org/wiki/Q367734,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969322446,biblioteca_luisrius@tarancon.es
Biblioteca Pública Municipal de Tébar,829,16007233977,BIBLIOTECA PÚBLICA MUNICIPAL DE TÉBAR,"Escuelas, s/n",16710,Tébar,https://www.wikidata.org/wiki/Q611267,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969381076,bibliotecatebar@gmail.com
Biblioteca Pública Municipal de Torrubia del Campo,392,16011844008,BIBLIOTECA PÚBLICA MUNICIPAL DE TORRUBIA DEL CAMPO,"Cara de Dios, s/n",16413,Torrubia del Campo,https://www.wikidata.org/wiki/Q773281,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969134082,maricarmendelicado@yahoo.es
Biblioteca Pública Municipal de Tragacete,393,16005643962,BIBLIOTECA PÚBLICA MUNICIPAL DE TRAGACETE,"Santisima Trinidad, 9",16150,Tragacete,https://www.wikidata.org/wiki/Q751084,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969289230,bibliotragacete@hotmail.com
Biblioteca Pública Municipal de Uclés,842,16012956440,BIBLIOTECA PÚBLICA MUNICIPAL DE UCLÉS,"Trinidad, 13",16452,Uclés,https://www.wikidata.org/wiki/Q959012,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969136062,biblioteca@ucles.es
Biblioteca Pública Municipal de Las Valeras,394,16007393978,BIBLIOTECA PÚBLICA MUNICIPAL DE LAS VALERAS,"Samuel Baltes, 2",16120,Las Valeras,https://www.wikidata.org/wiki/Q1769796,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969208001,bpmvaleradeabajo@outlook.com
Biblioteca Pública Municipal de Valverde de Júcar,395,16007443979,BIBLIOTECA PÚBLICA MUNICIPAL DE VALVERDE DE JÚCAR,"Señoras De Urionagoena, s/n",16100,Valverde de Júcar,https://www.wikidata.org/wiki/Q1767561,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969200441,biblioteca@valverdedejucar.net
Biblioteca Pública Municipal de Vara de Rey,396,16005703963,BIBLIOTECA PÚBLICA MUNICIPAL DE VARA DE REY,"San José, 4",16709,Vara de Rey,https://www.wikidata.org/wiki/Q1649589,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969385287,bpleondearroyal@hotmail.com
Biblioteca Pública Municipal de Villaconejos de Trabaque,841,16002243932,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLACONEJOS DE TRABAQUE,"Plaza Prado, 1",16860,Villaconejos de Trabaque,https://www.wikidata.org/wiki/Q581548,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969315686,bibliovillaconejos@gmail.com
Biblioteca Pública Municipal de Villaescusa de Haro,767,16012014010,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLAESCUSA DE HARO,"Plaza San Pedro, 1",16647,Villaescusa de Haro,https://www.wikidata.org/wiki/Q1767516,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,967168566,bibliovillaescusadeharo@hotmail.com
Biblioteca Pública Municipal de Villagarcía del Llano,398,16008163981,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLAGARCÍA DEL LLANO,"Jose Antonio, 8",16236,Villagarcía del Llano,https://www.wikidata.org/wiki/Q1648723,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,651388033,Isabelbibli12@hotmail.com
Sala de Lectura Pública de Villalba de La Sierra,399,16012394012,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLALBA DE LA SIERRA,"Cerro Carrascosa, 1",16140,Villalba de la Sierra,https://www.wikidata.org/wiki/Q1767420,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969281170,bibliotecavillalba@soluip.com
Biblioteca Pública Municipal de Villalpardo,401,16005993965,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLALPARDO,"San Isidro, 5",16270,Villalpardo,https://www.wikidata.org/wiki/Q510908,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,962311302,biblioteca.villalpardo@hotmail.com
Biblioteca Pública Municipal de Villamayor de Santiago,402,16006033966,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLAMAYOR DE SANTIAGO,"Olímpica, 3",16415,Villamayor de Santiago,https://www.wikidata.org/wiki/Q1750918,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969139915,biblioteca@villamayordesantiago.es
Biblioteca Pública Municipal de Villanueva de la Jara,403,16006103967,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLANUEVA DE LA JARA,"José María Galiano, 19",16230,Villanueva de la Jara,https://www.wikidata.org/wiki/Q319074,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,967498198,bibliojara@gmail.com
Biblioteca Pública Municipal de Villar de Olalla,769,16012604015,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLAR DE OLALLA,"La Plaza, 1",16196,Villar de Olalla,https://www.wikidata.org/wiki/Q1911207,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969261405,bpmvillarolalla@gmail.com
Biblioteca Pública Municipal de Villarejo de Fuentes,405,16006253968,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLAREJO DE FUENTES,"Constantino Alhambra, 29, Bajo",16432,Villarejo de Fuentes,https://www.wikidata.org/wiki/Q1767455,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969131786,villarejo.biblioteca@gmail.com
Biblioteca Pública Municipal de Villares del Saz,407,16006313969,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLARES DEL SAZ,"Pilar, s/n",16442,Villares del Saz,https://www.wikidata.org/wiki/Q1767556,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,969298339,bpmvillares@hotmail.com
Biblioteca Pública Municipal de Villarta,408,16006463970,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLARTA,"Colón, 18",16280,Villarta,https://www.wikidata.org/wiki/Q1766377,Province of Cuenca,https://www.wikidata.org/wiki/Q54888,678541236,bibliotecavillarta@hotmail.com
Biblioteca Pública Municipal de Albalate de Zorita,770,19007056458,BIBLIOTECA PÚBLICA MUNICIPAL DE ALBALATE DE ZORITA,"La Fuente, 40",19117,Albalate de Zorita,https://www.wikidata.org/wiki/Q621918,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949376571,albateca1@yahoo.es
Biblioteca Municipal de Albares,932,NN849610445,BIBLIOTECA PÚBLICA MUNICIPAL DE ALBARES,"Plaza de la Iglesia, 1",19112,Albares,https://www.wikidata.org/wiki/Q621921,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949380870,bibliotecapm_albares@hotmail.com
Biblioteca Pública Municipal de Alcoroches,900,NN849110198,BIBLIOTECA PÚBLICA MUNICIPAL DE ALCOROCHES,"Avda. Reina Mª Cristina, 24",19310,Alcoroches,https://www.wikidata.org/wiki/Q621702,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949836337,biblioalcoroches@hotmail.com
Biblioteca Pública Municipal de Almonacid de Zorita,411,19000224145,BIBLIOTECA PÚBLICA MUNICIPAL DE ALMONACID DE ZORITA,"Pósito, 2",19118,Almonacid de Zorita,https://www.wikidata.org/wiki/Q634303,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949376201,biblioalmo1@yahoo.es
Biblioteca Pública Municipal de Alovera,412,19006294165,BIBLIOTECA PÚBLICA MUNICIPAL DE ALOVERA,"Avenida Virgen del Carmen, s/n",19208,Alovera,https://www.wikidata.org/wiki/Q368801,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949270590,biblioteca@aytoalovera.es
Biblioteca Pública Municipal de Alustante,797,19005554163,BIBLIOTECA PÚBLICA MUNICIPAL DE ALUSTANTE,"Iglesia, 1",19320,Alustante,https://www.wikidata.org/wiki/Q620830,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,978714144,bibliotecadealustante@gmail.com
Biblioteca Municipal Almudena Grandes (Azuqueca de Henares),415,19000564146,BIBLIOTECA PÚBLICA MUNICIPAL DE AZUQUECA DE HENARES,"Avda. Francisco Vives, 3",19200,Azuqueca de Henares,https://www.wikidata.org/wiki/Q794315,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949348467,biblioteca@azuqueca.net
Biblioteca Pública Municipal de Berninches,835,19006354166,BIBLIOTECA PÚBLICA MUNICIPAL DE BERNINCHES,"Plaza Mayor, 1",19133,Berninches,https://www.wikidata.org/wiki/Q1656062,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949284080,bibliofuentelencina@hotmail.com
Biblioteca Pública Municipal de Brihuega,417,19000754147,BIBLIOTECA PÚBLICA MUNICIPAL DE BRIHUEGA,"Margarita de Pedroso, 14",19400,Brihuega,https://www.wikidata.org/wiki/Q52615,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949280494,bibliotecabrihuega@hotmail.com
Sala de Lectura Pública de Budia,867,19005376454,BIBLIOTECA PÚBLICA MUNICIPAL DE BUDIA,"Eras del lagar, 1",19133,Budia,https://www.wikidata.org/wiki/Q1656450,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949283401,juankzo@yahoo.com
Biblioteca Pública Municipal de Cabanillas del Campo,771,19008314169,BIBLIOTECA PÚBLICA MUNICIPAL DE CABANILLAS DEL CAMPO,"Calle Cuzco, 3",19171,Cabanillas del Campo,https://www.wikidata.org/wiki/Q1641907,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949337601,dbiblio@aytocabanillas.org
Biblioteca Pública Municipal El Casar,419,19000814148,BIBLIOTECA PÚBLICA MUNICIPAL DE EL CASAR,"Avda. de los Maestros, 2",19170,El Casar,https://www.wikidata.org/wiki/Q1641917,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949336545,biblioteca@ayuntamientoelcasar.es
Biblioteca Pública Municipal de Chiloeches,798,19001154151,BIBLIOTECA PÚBLICA MUNICIPAL DE CHILOECHES,"Reajal, 5",19160,Chiloeches,https://www.wikidata.org/wiki/Q1655103,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949271713,biblioteca_chiloeches@hotmail.com
Biblioteca Pública Municipal de Cifuentes,421,19000944149,BIBLIOTECA PÚBLICA MUNICIPAL DE CIFUENTES,"Plaza San Francisco, s/n",19420,Cifuentes,https://www.wikidata.org/wiki/Q986570,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949811048,biblioteca@cifuentes.es
Biblioteca Pública Municipal de Gárgoles de Abajo,811,19007486460,BIBLIOTECA PÚBLICA MUNICIPAL DE GARGOLES DE ABAJO,"Plaza Juan Béjar, 1 (Gárgoles de Abajo)",19459,Cifuentes,https://www.wikidata.org/wiki/Q986570,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949817860,cifuentesgargolesabajo.capi@jccm.es
Biblioteca Pública Municipal de Cogolludo,423,19001084150,BIBLIOTECA PÚBLICA MUNICIPAL DE COGOLLUDO,San Francisco s/n,19230,Cogolludo,https://www.wikidata.org/wiki/Q986532,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949855228,perugil@yahoo.es
Sala de Lectura Pública de Durón,868,19004026450,BIBLIOTECA PÚBLICA MUNICIPAL DE DURÓN,"Molino, 2",19143,Durón,https://www.wikidata.org/wiki/Q544635,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949283564,duron@local.jccm.es
Biblioteca Pública Municipal de Espinosa de Henares,886,19000176276,BIBLIOTECA PÚBLICA MUNICIPAL DE ESPINOSA DE HENARES,"Plaza de España, 1",19292,Espinosa de Henares,https://www.wikidata.org/wiki/Q728215,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949858801,biblioespinosa@hotmail.es
Biblioteca Pública Municipal de Fontanar,800,19005744164,BIBLIOTECA PÚBLICA MUNICIPAL DE FONTANAR,Antonio Machado s/n,19290,Fontanar,https://www.wikidata.org/wiki/Q1120410,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949331535,biblioteca@aytofontanar.es
Biblioteca Pública Municipal de Fuentelencina,836,19001206277,BIBLIOTECA PÚBLICA MUNICIPAL DE FUENTELENCINA,"Plaza Mayor, s/n",19144,Fuentelencina,https://www.wikidata.org/wiki/Q1645691,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949284201,bibliofuentelencina@hotmail.com
Biblioteca Pública Municipal de Fuentenovilla,862,19004306451,BIBLIOTECA PÚBLICA MUNICIPAL,"Plaza Mayor, 1",19113,Fuentenovilla,https://www.wikidata.org/wiki/Q1644105,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949389708,fuentenovillabiblioteca@gmail.com
Biblioteca Pública Municipal de Galápagos,817,19006916457,BIBLIOTECA PÚBLICA MUNICIPAL DE GALÁPAGOS,"Calle del Olmo, s/n",19174,"Galápagos, Guadalajara",https://www.wikidata.org/wiki/Q954018,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949318084,biblioteca@galapagos.es
Biblioteca Pública del Estado en Guadalajara,440,19002524152,BIBLIOTECA PÚBLICA DEL ESTADO EN GUADALAJARA,"Plaza de Dávalos, s/n",19001,Guadalajara,https://www.wikidata.org/wiki/Q11953,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949885225,bpgu@jccm.es
"Sección del Libro, Archivos y Bibliotecas. Central Bibliobús",912,19009777047,BIBLIOBÚS 3 - SIERRA NORTE,"Juan Bautista Topete, 1-3",19001,Guadalajara,https://www.wikidata.org/wiki/Q11953,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,648224151,bibliobussierranorte3@jccm.es
"Sección del Libro, Archivos y Bibliotecas. Central Bibliobús",911,19009777046,BIBLIOBÚS 2 - SIERRA-ALCARRIA,"Juan Bautista Topete, 1-3",19001,Guadalajara,https://www.wikidata.org/wiki/Q11953,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,648224116,bibliobussierraalcarria2@jccm.es
Biblioteca Pública Municipal de Horche,726,19007126459,BIBLIOTECA PÚBLICA MUNICIPAL DE HORCHE,"Antonio Buero Vallejo, 5",19140,Horche,https://www.wikidata.org/wiki/Q1654899,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949291167,bibliotecadehorche@yahoo.es
Biblioteca Pública Municipal de Humanes,465,19003634153,BIBLIOTECA PÚBLICA MUNICIPAL DE HUMANES,"Juan Francisco Martínez Catalina, nº 8 F",19220,Humanes,https://www.wikidata.org/wiki/Q1654677,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949850678,bibhumanes@yahoo.es
Biblioteca Pública Municipal de Illana,927,XXXUA190102312893,BIBLIOTECA PÚBLICA MUNICIPAL DE ILLANA,"Eleuterio Revuelta, 3",19119,Illana,https://www.wikidata.org/wiki/Q678050,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949133001,bibliotecaillana@hotmail.com
Biblioteca Pública Municipal de Jadraque,802,19003794154,BIBLIOTECA PÚBLICA MUNICIPAL DE JADRAQUE,"Carretera de Soria,",19240,Jadraque,https://www.wikidata.org/wiki/Q1653873,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949890257,bibjadraque@yahoo.es
Biblioteca Pública Municipal de Loranca de Tajuña,772,19008624171,BIBLIOTECA PUBLICA MUNICIPAL DE LORANCA DE TAJUÑA,"San Roque, 2",19141,Loranca de Tajuña,https://www.wikidata.org/wiki/Q974638,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949294639,biblioteca@loranca.org
Biblioteca Pública Municipal de Lupiana,902,NN849310200,BIBLIOTECA PÚBLICA MUNICIPAL DE LUPIANA,"Plaza Mayor, 7",19142,Lupiana,https://www.wikidata.org/wiki/Q385265,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949291215,bibliotecadelupiana@gmail.com
Biblioteca Pública Municipal de Maranchón,468,19003854155,BIBLIOTECA PÚBLICA MUNICIPAL DE MARANCHÓN,"Plaza de España, 7",19280,Maranchón,https://www.wikidata.org/wiki/Q1654697,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,608377081,bibliotecamaranchon@hotmail.com
Biblioteca Pública Municipal de Marchamalo,438,19006534167,BIBLIOTECA PÚBLICA MUNICIPAL DE MARCHAMALO,"Cercado, s/n",19180,Marchamalo,https://www.wikidata.org/wiki/Q1769777,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,697163747,biblioteca@marchamalo.com
"Sección del Libro, Archivos y Bibliotecas. Central Bibliobús",913,19009777045,BIBLIOBÚS 1 - SEÑORÍO DE MOLINA Y DUCADO DE MEDINACELLI,"El Carmen, 1",19300,Molina de Aragón,https://www.wikidata.org/wiki/Q919050,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,648224150,bibliobusmolina1@jccm.es
Biblioteca Pública Municipal de Molina de Aragón,469,19003984156,BIBLIOTECA PÚBLICA MUNICIPAL DE MOLINA DE ARAGÓN,D. Antonio López Ayllón-Gaona nº 2,19300,Molina de Aragón,https://www.wikidata.org/wiki/Q919050,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949832100,bibliomolina@hotmail.com
Biblioteca Pública Municipal de Mondéjar,470,19008844173,BIBLIOTECA PÚBLICA MUNICIPAL DE MONDÉJAR,"Don Fernando Garcia Moreno, s/n",19110,Mondéjar,https://www.wikidata.org/wiki/Q946761,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949385001,biblioteca@mondejar.org
Biblioteca Pública Municipal de Pastrana,471,19004194157,BIBLIOTECA PÚBLICA MUNICIPAL DE PASTRANA,"San Juan de la Cruz, 2",19100,Pastrana,https://www.wikidata.org/wiki/Q1655081,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949370231,biblioteca@pastrana.org
Biblioteca Pública Municipal de Pioz,903,NN849410201,BIBLIOTECA PÚBLICA MUNICIPAL DE PIOZ,"Camino de las Eras, s/n",19162,Pioz,https://www.wikidata.org/wiki/Q956606,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949272050,biblioteca.aytopioz@gmail.com
Biblioteca Pública Municipal del Pozo de Guadalajara,813,19009014175,BIBLIOTECA PÚBLICA MUNICIPAL DE POZO DE GUADALAJARA,"Constitución, 3",19161,Pozo de Guadalajara,https://www.wikidata.org/wiki/Q671098,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949272340,bibliopozo@yahoo.es
Biblioteca Pública Municipal de Quer,935,NN854110498,BIBLIOTECA PÚBLICA MUNICIPAL VILLA DE QUER,"Carretera Torrelaguna, s/n",19209,Quer,https://www.wikidata.org/wiki/Q1766541,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949318758,biblioteca@ayuntamientodequer.es
Biblioteca Pública Municipal de Sacedón,472,19004244158,BIBLIOTECA PÚBLICA MUNICIPAL DE SACEDÓN,"Isaac Peral, 25",19120,Sacedón,https://www.wikidata.org/wiki/Q1641334,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949350397,bibliosacedon02@hotmail.com
Biblioteca Pública Municipal de Sigüenza,476,19004774159,BIBLIOTECA PÚBLICA MUNICIPAL DE SIGÜENZA,"Valencia, 5",19250,Sigüenza (municipality),https://www.wikidata.org/wiki/Q47475,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949390519,biblioteca@siguenza.es
Sala de Lectura Pública de Tendilla,869,19006886456,BIBLIOTECA PÚBLICA MUNICIPAL DE TENDILLA,"Ropería Vieja, 2",19134,Tendilla,https://www.wikidata.org/wiki/Q1120060,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949298230,bibliotecatendilla@outlook.es
Biblioteca Pública Municipal de Torija,773,19009234177,BIBLIOTECA PÚBLICA MUNICIPAL DE TORIJA,Plaza de la Villa,19190,Torija,https://www.wikidata.org/wiki/Q507084,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949320309,bibliotecatorija@gmail.com
Biblioteca Pública Municipal de Torrejón del Rey,774,19009394178,BIBLIOTECA PÚBLICA MUNICIPAL DULCINEA,"del Perro, s/n",19174,Torrejón del Rey,https://www.wikidata.org/wiki/Q748951,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949339351,biblioteca@aytotorrejondelrey.com
Biblioteca Pública Municipal de Tórtola de Henares,816,19009444179,BIBLIOTECA PÚBLICA MUNICIPAL DE TÓRTOLA DE HENARES,"Real, s/n",19198,Tórtola de Henares,https://www.wikidata.org/wiki/Q548550,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949323046,biblioteca.tortola@gmail.com
Sala de Lectura Pública de Trijueque,775,19009574180,BIBLIOTECA PÚBLICA MUNICIPAL DE TRIJUEQUE,"Plaza Mayor, s/n",19192,Trijueque,https://www.wikidata.org/wiki/Q1750972,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949320291,bibliotecadetrijueque@gmail.com
Biblioteca Pública Municipal de Trillo,478,19004964160,BIBLIOTECA PÚBLICA MUNICIPAL DE TRILLO,"Enmedio, 1, 2ª planta",19450,Trillo,https://www.wikidata.org/wiki/Q1768232,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949815599,bibliotecatrillo@hotmail.com
Bibliotecas dependientes del Ayuntamiento de Uceda,814,19003046283,BIBLIOTECA PÚBLICA MUNICIPAL DE UCEDA,"Plaza Mayor, 15",19187,Uceda,https://www.wikidata.org/wiki/Q1641757,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949856075,bibliouceda@gmail.com
Bibliotecas dependientes del Ayuntamiento de Uceda,896,19003048387,BIBLIOTECA BARRIO CARAQUIZ DE UCEDA,"Jaralón, s/n",19188,Uceda,https://www.wikidata.org/wiki/Q1641757,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949859861,bpmcaraquiz@gmail.com
Biblioteca Pública Municipal de Villanueva de La Torre,815,19007516461,BIBLIOTECA PÚBLICA MUNICIPAL DE VILLANUEVA DE LA TORRE,"Ctra. de Azuqueca a Valdeavero, Km. 3.300, Envios a Mayor, s/n",19209,Villanueva de la Torre,https://www.wikidata.org/wiki/Q1642060,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949266151,biblioteca@villanuevadelatorre.es
Bibliotecas dependientes del Ayuntamiento de Yebes,945,NN932912332,BIBLIOTECA PÚBLICA MUNICIPAL DE VALDELUZ,"Asteroide Yebes s/n,  Urbanización Valdeluz",19139,Yebes,https://www.wikidata.org/wiki/Q1751978,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949205384,biblioteca@yebes.es
Bibliotecas dependientes del Ayuntamiento de Yebes,944,NN932912331,BIBLIOTECA PÚBLICA MUNICIPAL DE YEBES,"Plaza Mayor, 1",19141,Yebes,https://www.wikidata.org/wiki/Q1751978,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949293816,biblioteca@yebes.es
Biblioteca Pública Municipal de Yunquera de Henares,482,19005424162,BIBLIOTECA PÚBLICA MUNICIPAL DE YUNQUERA DE HENARES,"Plaza Mayor, s/n",19210,Yunquera de Henares,https://www.wikidata.org/wiki/Q1640925,Guadalajara Province,https://www.wikidata.org/wiki/Q54925,949330393,biblioyunquera@yahoo.es
Biblioteca Pública Municipal de Ajofrín,483,45010985537,BIBLIOTECA PÚBLICA MUNICIPAL DE AJOFRÍN,"Plaza de las Monjas, 7",45110,Ajofrín,https://www.wikidata.org/wiki/Q1607371,Toledo Province,https://www.wikidata.org/wiki/Q54929,925390688,bpm-ajofrin@local.jccm.es
Biblioteca Pública Municipal de Alameda de La Sagra,484,45014875561,BIBLIOTECA PÚBLICA MUNICIPAL DE ALAMEDA DE LA SAGRA,"Francisco de Quevedo, 2",45240,Alameda de la Sagra,https://www.wikidata.org/wiki/Q1610119,Toledo Province,https://www.wikidata.org/wiki/Q54929,925500218,biblioteca@alamedadelasagra.es
Sala de Lectura Pública de Alcabón,485,45000125468,BIBLIOTECA PÚBLICA MUNICIPAL DE ALCABÓN,"Plaza de España, 1",45523,Alcabón,https://www.wikidata.org/wiki/Q943608,Toledo Province,https://www.wikidata.org/wiki/Q54929,925779480,bpm.alcabon@gmail.com
Biblioteca Pública Municipal de Alcaudete de La Jara,486,45000275469,BIBLIOTECA PÚBLICA MUNICIPAL DE ALCAUDETE DE LA JARA,"Fragua del Concejo, s/n",45662,Alcaudete de la Jara,https://www.wikidata.org/wiki/Q1628617,Toledo Province,https://www.wikidata.org/wiki/Q54929,925853003,ayuntamiento@alcaudetedelajara.es
Biblioteca Pública Municipal de Almorox,489,45000335470,BIBLIOTECA PÚBLICA MUNICIPAL DE ALMOROX,"Don Felipe Vázquez, s/n",45900,Almorox,https://www.wikidata.org/wiki/Q326948,Toledo Province,https://www.wikidata.org/wiki/Q54929,918623002,marianoleon.delprado@edu.jccm.es
Biblioteca Pública Municipal de Añover de Tajo,490,45000485471,BIBLIOTECA PÚBLICA MUNICIPAL DE AÑOVER DE TAJO,"Canalejas, 2",45250,Añover de Tajo,https://www.wikidata.org/wiki/Q607669,Toledo Province,https://www.wikidata.org/wiki/Q54929,925506740,biblioteca@anoverdetajo.es
Biblioteca Pública Municipal de Arcicóllar,777,45022745587,BIBLIOTECA PÚBLICA MUNICIPAL DE ARCICÓLLAR,"Cervantes, 8",45182,Arcicóllar,https://www.wikidata.org/wiki/Q1641209,Toledo Province,https://www.wikidata.org/wiki/Q54929,925350810,bpmarcicollar@hotmail.com
Biblioteca Pública Municipal de Argés,491,45011195538,BIBLIOTECA PÚBLICA MUNICIPAL DE ARGÉS,"La iglesia, 2",45122,Argés,https://www.wikidata.org/wiki/Q1632009,Toledo Province,https://www.wikidata.org/wiki/Q54929,925293504,biblioarges@hotmail.com
Biblioteca Pública Municipal de Bargas,493,45000515472,BIBLIOTECA PÚBLICA MUNICIPAL DE BARGAS,"Barrio Alto, 9",45593,Bargas,https://www.wikidata.org/wiki/Q1628628,Toledo Province,https://www.wikidata.org/wiki/Q54929,925493462,biblioteca@bargas.es
Biblioteca Pública Municipal de Belvís de La Jara,494,45000645473,BIBLIOTECA PÚBLICA MUNICIPAL DE BELVÍS DE LA JARA,"Bailen, s/n",45660,Belvís de la Jara,https://www.wikidata.org/wiki/Q1628657,Toledo Province,https://www.wikidata.org/wiki/Q54929,925858580,bibliotecabelvis@hotmail.com
