Datos;Nombre Unidad Administrativa;Código Biblioteca;Nidem biblioteca;Nombre biblioteca;Dirección;Código postal;Municipio;Provincia;Teléfono;Correo electrónico;Tipo de servicio
2019;Biblioteca Pública del Estado en Guadalajara;440;1900252-4152;BIBLIOTECA PÚBLICA DEL ESTADO EN GUADALAJARA;Plaza de Dávalos, s/n;19001;Guadalajara;Guadalajara;949885225;bpgu@jccm.es;Biblioteca Pública del Estado
2019;Sección del Libro, Archivos y Bibliotecas. Central Bibliobús;912;1900977-7047;BIBLIOBÚS 3 - SIERRA NORTE;Juan Bautista Topete, 1-3;19001;Guadalajara;Guadalajara;648224151;bibliobussierranorte3@jccm.es;Biblioteca Móvil
2019;Sección del Libro, Archivos y Bibliotecas. Central Bibliobús;911;1900977-7046;BIBLIOBÚS 2 - SIERRA-ALCARRIA;Juan Bautista Topete, 1-3;19001;Guadalajara;Guadalajara;648224116;bibliobussierraalcarria2@jccm.es;Biblioteca Móvil
2019;Biblioteca Pública Municipal de Horche;726;1900712-6459;BIBLIOTECA PÚBLICA MUNICIPAL DE HORCHE;Antonio Buero Vallejo, 5;19140;Horche;Guadalajara;949291167;bibliotecadehorche@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Humanes;465;1900363-4153;BIBLIOTECA PÚBLICA MUNICIPAL DE HUMANES ;Juan Francisco Martínez Catalina, nº 8 F;19220;Humanes;Guadalajara;949850678;bibhumanes@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Illana;927;XXXUA1901023-12893;BIBLIOTECA PÚBLICA MUNICIPAL DE ILLANA;Eleuterio Revuelta, 3;19119;Illana;Guadalajara;949133001;bibliotecaillana@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Jadraque;802;1900379-4154;BIBLIOTECA PÚBLICA MUNICIPAL DE JADRAQUE;Carretera de Soria, ;19240;Jadraque;Guadalajara;949890257;bibjadraque@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Loranca de Tajuña;772;1900862-4171;BIBLIOTECA PUBLICA MUNICIPAL DE LORANCA DE TAJUÑA;San Roque, 2;19141;Loranca de Tajuña;Guadalajara;949294639;biblioteca@loranca.org;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Lupiana;902;NN8493-10200;BIBLIOTECA PÚBLICA MUNICIPAL DE LUPIANA;Plaza Mayor, 7;19142;Lupiana;Guadalajara;949291215;bibliotecadelupiana@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Maranchón;468;1900385-4155;BIBLIOTECA PÚBLICA MUNICIPAL DE MARANCHÓN;Plaza de España, 7;19280;Maranchón;Guadalajara;608377081;bibliotecamaranchon@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Marchamalo;438;1900653-4167;BIBLIOTECA PÚBLICA MUNICIPAL DE MARCHAMALO ;Cercado, s/n;19180;Marchamalo;Guadalajara;697163747;biblioteca@marchamalo.com;Biblioteca Pública Municipal
2019;Sección del Libro, Archivos y Bibliotecas. Central Bibliobús;913;1900977-7045;BIBLIOBÚS 1 - SEÑORÍO DE MOLINA Y DUCADO DE MEDINACELLI;El Carmen, 1;19300;Molina de Aragón;Guadalajara;648224150;bibliobusmolina1@jccm.es;Biblioteca Móvil
2019;Biblioteca Pública Municipal de Molina de Aragón;469;1900398-4156;BIBLIOTECA PÚBLICA MUNICIPAL DE MOLINA DE ARAGÓN ;D. Antonio López Ayllón-Gaona nº 2;19300;Molina de Aragón;Guadalajara;949832100;bibliomolina@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Mondéjar;470;1900884-4173;BIBLIOTECA PÚBLICA MUNICIPAL DE MONDÉJAR ;Don Fernando Garcia Moreno, s/n;19110;Mondéjar;Guadalajara;949385001;biblioteca@mondejar.org;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Pastrana;471;1900419-4157;BIBLIOTECA PÚBLICA MUNICIPAL DE PASTRANA;San Juan de la Cruz, 2;19100;Pastrana;Guadalajara;949370231;biblioteca@pastrana.org;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Pioz;903;NN8494-10201;BIBLIOTECA PÚBLICA MUNICIPAL DE PIOZ  ;Camino de las Eras, s/n;19162;Pioz;Guadalajara;949272050;biblioteca.aytopioz@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal del Pozo de Guadalajara;813;1900901-4175;BIBLIOTECA PÚBLICA MUNICIPAL DE POZO DE GUADALAJARA;Constitución, 3;19161;Pozo de Guadalajara;Guadalajara;949272340;bibliopozo@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Quer;935;NN8541-10498;BIBLIOTECA PÚBLICA MUNICIPAL VILLA DE QUER;Carretera Torrelaguna, s/n;19209;Quer;Guadalajara;949318758;biblioteca@ayuntamientodequer.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Sacedón;472;1900424-4158;BIBLIOTECA PÚBLICA MUNICIPAL DE SACEDÓN;Isaac Peral, 25;19120;Sacedón;Guadalajara;949350397;bibliosacedon02@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Sigüenza;476;1900477-4159;BIBLIOTECA PÚBLICA MUNICIPAL DE SIGÜENZA ;Valencia, 5 ;19250;Sigüenza;Guadalajara;949390519;biblioteca@siguenza.es;Biblioteca Pública Municipal
2019;Sala de Lectura Pública de Tendilla;869;1900688-6456;BIBLIOTECA PÚBLICA MUNICIPAL DE TENDILLA;Ropería Vieja, 2;19134;Tendilla;Guadalajara;949298230;bibliotecatendilla@outlook.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Torija;773;1900923-4177;BIBLIOTECA PÚBLICA MUNICIPAL DE TORIJA;Plaza de la Villa;19190;Torija;Guadalajara;949320309;bibliotecatorija@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Torrejón del Rey;774;1900939-4178;BIBLIOTECA PÚBLICA MUNICIPAL DULCINEA;del Perro, s/n;19174;Torrejón del Rey;Guadalajara;949339351;biblioteca@aytotorrejondelrey.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Tórtola de Henares;816;1900944-4179;BIBLIOTECA PÚBLICA MUNICIPAL DE TÓRTOLA DE HENARES;Real, s/n;19198;Tórtola de Henares;Guadalajara;949323046;biblioteca.tortola@gmail.com;Biblioteca Pública Municipal
2019;Sala de Lectura Pública de Trijueque;775;1900957-4180;BIBLIOTECA PÚBLICA MUNICIPAL DE TRIJUEQUE;Plaza Mayor, s/n;19192;Trijueque;Guadalajara;949320291;bibliotecadetrijueque@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Trillo;478;1900496-4160;BIBLIOTECA PÚBLICA MUNICIPAL DE TRILLO;Enmedio, 1, 2ª planta;19450;Trillo;Guadalajara;949815599;bibliotecatrillo@hotmail.com;Biblioteca Pública Municipal
2019;Bibliotecas dependientes del Ayuntamiento de Uceda;814;1900304-6283;BIBLIOTECA PÚBLICA MUNICIPAL DE UCEDA;Plaza Mayor, 15;19187;Uceda;Guadalajara;949856075;bibliouceda@gmail.com;Biblioteca Pública Municipal
2019;Bibliotecas dependientes del Ayuntamiento de Uceda;896;1900304-8387;BIBLIOTECA BARRIO CARAQUIZ DE UCEDA;Jaralón, s/n;19188;Uceda;Guadalajara;949859861;bpmcaraquiz@gmail.com;Biblioteca Pública Municipal de Barrio
2019;Biblioteca Pública Municipal de Villanueva de La Torre;815;1900751-6461;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLANUEVA DE LA TORRE;Ctra. de Azuqueca a Valdeavero, Km. 3.300, Envios a Mayor, s/n;19209;Villanueva de la Torre;Guadalajara;949266151;biblioteca@villanuevadelatorre.es;Biblioteca Pública Municipal
2019;Bibliotecas dependientes del Ayuntamiento de Yebes;945;NN9329-12332;BIBLIOTECA PÚBLICA MUNICIPAL DE VALDELUZ;Asteroide Yebes s/n,  Urbanización Valdeluz;19139;Yebes;Guadalajara;949205384;biblioteca@yebes.es;Biblioteca Pública Municipal
2019;Bibliotecas dependientes del Ayuntamiento de Yebes;944;NN9329-12331;BIBLIOTECA PÚBLICA MUNICIPAL DE YEBES;Plaza Mayor, 1;19141;Yebes;Guadalajara;949293816;biblioteca@yebes.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Yunquera de Henares;482;1900542-4162;BIBLIOTECA PÚBLICA MUNICIPAL DE YUNQUERA DE HENARES;Plaza Mayor, s/n;19210;Yunquera de Henares;Guadalajara;949330393;biblioyunquera@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Ajofrín;483;4501098-5537;BIBLIOTECA PÚBLICA MUNICIPAL DE AJOFRÍN;Plaza de las Monjas, 7;45110;Ajofrín;Toledo;925390688;bpm-ajofrin@local.jccm.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Alameda de La Sagra;484;4501487-5561;BIBLIOTECA PÚBLICA MUNICIPAL DE ALAMEDA DE LA SAGRA;Francisco de Quevedo, 2;45240;Alameda de la Sagra;Toledo;925500218;biblioteca@alamedadelasagra.es;Biblioteca Pública Municipal
2019;Sala de Lectura Pública de Alcabón;485;4500012-5468;BIBLIOTECA PÚBLICA MUNICIPAL DE ALCABÓN;Plaza de España, 1;45523;Alcabón;Toledo;925779480;bpm.alcabon@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Alcaudete de La Jara;486;4500027-5469;BIBLIOTECA PÚBLICA MUNICIPAL DE ALCAUDETE DE LA JARA;Fragua del Concejo, s/n;45662;Alcaudete de la Jara;Toledo;925853003;ayuntamiento@alcaudetedelajara.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Almorox;489;4500033-5470;BIBLIOTECA PÚBLICA MUNICIPAL DE ALMOROX;Don Felipe Vázquez, s/n;45900;Almorox;Toledo;918623002;marianoleon.delprado@edu.jccm.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Añover de Tajo;490;4500048-5471;BIBLIOTECA PÚBLICA MUNICIPAL DE AÑOVER DE TAJO ;Canalejas, 2;45250;Añover de Tajo;Toledo;925506740;biblioteca@anoverdetajo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Arcicóllar;777;4502274-5587;BIBLIOTECA PÚBLICA MUNICIPAL DE ARCICÓLLAR;Cervantes, 8;45182;Arcicóllar;Toledo;925350810;bpmarcicollar@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Argés;491;4501119-5538;BIBLIOTECA PÚBLICA MUNICIPAL DE ARGÉS;La iglesia, 2;45122;Argés;Toledo;925293504;biblioarges@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Bargas;493;4500051-5472;BIBLIOTECA PÚBLICA MUNICIPAL DE BARGAS;Barrio Alto, 9;45593;Bargas;Toledo;925493462;biblioteca@bargas.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Belvís de La Jara;494;4500064-5473;BIBLIOTECA PÚBLICA MUNICIPAL DE BELVÍS DE LA JARA;Bailen, s/n;45660;Belvís de la Jara;Toledo;925858580;bibliotecabelvis@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Borox;495;4501124-5539;BIBLIOTECA PÚBLICA MUNICIPAL DE BOROX;Piedad Colón, 40;45222;Borox;Toledo;925548304;bibliotecaborox@yahoo.es;Biblioteca Pública Municipal
2019;Sala de Lectura Pública de Buenaventura;496;4501145-5540;BIBLIOTECA PÚBLICA MUNICIPAL DE BUENAVENTURA;Sartajada, 10;45634;Buenaventura;Toledo;925875044;bibliobuenaventura@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Burguillos;497;4500070-5474;BIBLIOTECA PÚBLICA MUNICIPAL DE BURGUILLOS DE TOLEDO;Carretera de Ciudad Real, 34;45112;Burguillos de Toledo;Toledo;925393912;biblioteca@burguillosdetoledo.org;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Burujón;498;4501639-5570;BIBLIOTECA PÚBLICA MUNICIPAL DE BURUJÓN;Soledad, s/n;45521;Burujón;Toledo;925756219;bibliotecadeburujon@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Publica Municipal de Cabañas de La Sagra;499;4500393-5588;BIBLIOTECA PÚBLICA MUNICIPAL DE CABAÑAS DE LA SAGRA;Ronda, s/n;45592;Cabañas de la Sagra;Toledo;925355911;mariam_pm@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Cabezamesada;501;4501503-5563;BIBLIOTECA PÚBLICA MUNICIPAL DE CABEZAMESADA;Aurora, 6;45890;Cabezamesada;Toledo;925209134;aytocabezamesada@telefonica.net;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Calera y Chozas;502;4500086-5475;BIBLIOTECA PÚBLICA MUNICIPAL DE CALERA Y CHOZAS;Estación, 2;45686;Calera y Chozas;Toledo;925050157;biblioteca@caleraychozas.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Alberche del Caudillo;503;4502255-5585;BIBLIOTECA PÚBLICA MUNICIPAL DE ALBERCHE DEL CAUDILLO;Ronda de la Vega, s/n;45695;Calera y Chozas;Toledo;617937318;bibliotecadealberche@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de La Calzada de Oropesa;504;4502293-5589;BIBLIOTECA PÚBLICA MUNICIPAL DE LA CALZADA DE OROPESA;Ildefonso Carretero, 2;45580;Calzada de Oropesa;Toledo;925435980;bibliolacalzada@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Camarena;505;4501510-5564;BIBLIOTECA PÚBLICA MUNICIPAL DE CAMARENA;de la salud, 1;45180;Camarena;Toledo;918174252;bpm.camarena@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Camarenilla;843;4500949-6465;BIBLIOTECA PÚBLICA MUNICIPAL DE CAMARENILLA;Principe de Asturias, 2;45181;Camarenilla;Toledo;925359200;registro@aytocamarenilla.org;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Camuñas;506;4500099-5476;BIBLIOTECA PÚBLICA MUNICIPAL DE CAMUÑAS;Veracruz, 5;45720;Camuñas;Toledo;925469162;mroperogalan@gmail.com;Biblioteca Pública Municipal
2019;Sala de Lectura Pública de Carmena;778;4502307-5590;BIBLIOTECA PÚBLICA MUNICIPAL DE CARMENA;La Iglesia, s/n;45531;Carmena;Toledo;653427661;ayto.erustes@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de El Carpio de Tajo;507;4500103-5477;BIBLIOTECA PÚBLICA MUNICIPAL DE EL CARPIO DE TAJO;Don Ignacio, 2;45533;Carpio de Tajo (El);Toledo;925757204;bpmcarpio@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Carranque;779;4502314-5591;BIBLIOTECA PÚBLICA MUNICIPAL DE CARRANQUE;Plaza de las Eras, 5;45216;Carranque;Toledo;925544065;biblioteca@carranque.es;Biblioteca Pública Municipal
2019;Bibliotecas dependientes del Ayuntamiento de Casarrubios del Monte;509;4501161-5541;BIBLIOTECA PÚBLICA MUNICIPAL DE CASARRUBIOS DEL MONTE;Plaza de España, 28;45950;Casarrubios del Monte;Toledo;918182678;bpmcasarrubios@yahoo.es;Biblioteca Pública Municipal
2019;Bibliotecas dependientes del Ayuntamiento de Casarrubios del Monte;907;4501161-8388;BIBLIOTECA PÚBLICA MUNICIPAL DE CALYPO-FADO;Almería, 459 (Urbanización Calypo-Fado);45950;Casarrubios del Monte;Toledo;918132150;bpmcasarrubios@yahoo.es;Biblioteca Pública Municipal de Barrio
2019;Biblioteca Pública Municipal de Castillo de Bayuela;511;4502329-5592;BIBLIOTECA PÚBLICA MUNICIPAL DE CASTILLO DE BAYUELA;C/ Deportivo;45641;Castillo de Bayuela;Toledo;925862953;bpmbayuela@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Cebolla;512;4500110-5478;BIBLIOTECA PÚBLICA MUNICIPAL DE CEBOLLA;Calle Malpica, 12;45680;Cebolla;Toledo;925866556;bpmcebolla@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Cedillo del Condado;858;4500162-6196;BIBLIOTECA PÚBLICA MUNICIPAL DE CEDILLO DEL CONDADO;Marqués de Estella, s.n.;45214;Cedillo del Condado;Toledo;925508818;biblioteca@cedillodelcondado.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Los Cerralbos;781;4502335-5593;BIBLIOTECA PÚBLICA MUNICIPAL DE LOS CERRALBOS;Iglesia, s/n;45682;Cerralbos (Los);Toledo;925872061;fachi6868@gmail.com;Biblioteca Pública Municipal
2019;Sala de Lectura Pública de Cervera de Los Montes;780;4502340-5594;BIBLIOTECA PÚBLICA MUNICIPAL DE CERVERA DE LOS MONTES;Costanilla, 1;45637;Cervera de los Montes;Toledo;925875599;bpmcervera@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Chozas de Canales;513;4500146-5481;BIBLIOTECA PÚBLICA MUNICIPAL DE CHOZAS DE CANALES;Fray Miguel de Antón, s/n (casa de la cultura 1ªpl);45960;Chozas de Canales;Toledo;918177788;chozascanales.capi@jccm.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Ciruelos;787;4502353-5595;BIBLIOTECA PÚBLICA MUNICIPAL DE CIRUELOS;Plaza de España, 4;45314;Ciruelos;Toledo;925154935;biblioteca.ciruelos@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Cobeja;514;4502366-5596;BIBLIOTECA PÚBLICA MUNICIPAL DE COBEJA;Plaza de la Constitución, 10;45291;Cobeja;Toledo;925551940;bibliocobeja4@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Cobisa;515;4501644-5571;BIBLIOTECA PÚBLICA MUNICIPAL DE COBISA;El Cigarral, 1;45111;Cobisa;Toledo;925293568;martalarri@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Consuegra;516;4500125-5479;BIBLIOTECA PÚBLICA MUNICIPAL DE CONSUEGRA;Reyes Católicos, 4;45700;Consuegra;Toledo;925904696;biblioteca@aytoconsuegra.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Corral de Almaguer;517;4500131-5480;BIBLIOTECA PÚBLICA MUNICIPAL DE CORRAL DE ALMAGUER ;Alcacer, s/n;45880;Corral de Almaguer;Toledo;925207197;biblioteca@corraldealmaguer.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Cuerva;518;4501793-5581;BIBLIOTECA PÚBLICA MUNICIPAL DE CUERVA;Plaza de José Antonio, 1;45126;Cuerva;Toledo;925424528;tejise@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Dosbarrios;520;4502372-5597;BIBLIOTECA PÚBLICA MUNICIPAL DE DOSBARRIOS;Las Cruces, 6;45311;Dosbarrios;Toledo;925137525;bibliodosbarrios@hotmail.com;Biblioteca Pública Municipal
2019;Sala de Lectura Pública de Erustes;521;4501660-5573;BIBLIOTECA PÚBLICA MUNICIPAL DE ERUSTES;Paseo Miguel de Cervantes, 4;45540;Erustes;Toledo;925880032;ayto.erustes@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Escalona;522;NN4811-10442;BIBLIOTECA PÚBLICA MUNICIPAL DE ESCALONA;Plaza Infante Don Juan Manuel, 1;45910;Escalona;Toledo;925780436;bpmescalona@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Escalonilla;523;4501196-5542;BIBLIOTECA PÚBLICA MUNICIPAL DE ESCALONILLA;Plaza de la Hispanidad, 2;45517;Escalonilla;Toledo;925758617;biblio@aytoescalonilla.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Esquivias;525;4501525-5565;BIBLIOTECA PÚBLICA MUNICIPAL DE ESQUIVIAS ;Teresa Panza, s/n;45221;Esquivias;Toledo;925546558;biblioteca@aytoesquivias.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Fuensalida;526;4500178-5482;BIBLIOTECA PÚBLICA MUNICIPAL DE FUENSALIDA;C/ Nuestra Señora de la Soledad, 4;45510;Fuensalida;Toledo;925731080;biblioteca@fuensalida.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Gerindote;528;4502391-5599;BIBLIOTECA PÚBLICA MUNICIPAL DE GERINDOTE;Plaza de España, s/n;45518;Gerindote;Toledo;925764088;bibliotecagerindote@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Guadamur;529;4500184-5483;BIBLIOTECA PÚBLICA MUNICIPAL DE GUADAMUR;Andrés Hornillos, 5;45160;Guadamur;Toledo;925291130;biblioteca@guadamur.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de La Guardia;530;4500197-5484;BIBLIOTECA PÚBLICA MUNICIPAL DE LA GUARDIA;Glorieta de Tullerías, 6;45760;Guardia (La);Toledo;925138281;biblioteca@laguardiatoledo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Hinojosa de San Vicente;533;4501835-5582;BIBLIOTECA PÚBLICA MUNICIPAL DE HINOJOSA DE SAN VICENTE;Plaza de la Constitución, s/n;45645;Hinojosa de San Vicente;Toledo;925878032;bpmhinojosa@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Huecas;534;4501682-5575;BIBLIOTECA PÚBLICA MUNICIPAL DE HUECAS ;Plaza de España, 1;45511;Huecas;Toledo;925784781;bobliotecahuecas@outlook.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Huerta de Valdecarábanos;535;4501676-5574;BIBLIOTECA PÚBLICA MUNICIPAL DE HUERTA DE VALDECARÁBANOS;Gato, 8;45750;Huerta de Valdecarábanos;Toledo;925129071;clabphuerta@gmail.com;Biblioteca Pública Municipal
2019;Red de Bibliotecas Públicas Municipales de Illescas;950;45081-000800;BIBLIOTECA PÚBLICA MUNICIPAL SEÑORÍO DE ILLESCAS;Antonio Skármeta, s/n;45200;Illescas;Toledo;630143397;bibliotecasenorio@illescas.es;Biblioteca Pública Municipal de Barrio
2019;Red de Bibliotecas Públicas Municipales de Illescas;537;4500201-5485;BIBLIOTECA PÚBLICA MUNICIPAL DE ILLESCAS;Real, 86;45200;Illescas;Toledo;925512108;biblioteca@illescas.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Lagartera;538;4500218-5486;BIBLIOTECA PÚBLICA MUNICIPAL DE LAGARTERA;Alcalde Ramón Moreno, /n;45567;Lagartera;Toledo;925431096;biblioteca@lagartera.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Lillo;539;4500223-5487;BIBLIOTECA PÚBLICA MUNICIPAL DE LILLO;Mª Antonia de la Maza, 18;45870;Lillo;Toledo;925562321;desarrollo@aytodelillo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Lominchar;788;4502412-5601;BIBLIOTECA PÚBLICA MUNICIPAL DE LOMINCHAR;Cambroneras, 40;45212;Lominchar;Toledo;925558553;biblioteca.lominchar@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Lucillos;540;4501222-5544;BIBLIOTECA PÚBLICA MUNICIPAL DE LUCILLOS;Héroes del Alcazar, s/n;45684;Lucillos;Toledo;925865245;bpmlucillos@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Madridejos;541;4500239-5488;BIBLIOTECA PÚBLICA MUNICIPAL DE MADRIDEJOS;Argentina, 4;45710;Madridejos;Toledo;925460016;biblioteca@madridejos.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Magán;897;4500602-6279;BIBLIOTECA PÚBLICA MUNICIPAL DE MAGÁN;Merced, 7;45590;Magán;Toledo;925270931;bibliomagan@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Malpica de Tajo;542;4500244-5489;BIBLIOTECA PÚBLICA MUNICIPAL DE MALPICA DE TAJO;Escuelas, 11;45692;Malpica de Tajo;Toledo;925877006;bpmmalpica@hotmail.com;Biblioteca Pública Municipal
2019;Sala de Lectura Pública de Maqueda;543;4502427-5602;BIBLIOTECA PÚBLICA MUNICIPAL DE MAQUEDA;Torre, 1;45515;Maqueda;Toledo;925790001;maqueda@diputoledo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Mascaraque;546;4500260-5490;BIBLIOTECA PÚBLICA MUNICIPAL DE MASCARAQUE;Jesús, 3;45430;Mascaraque;Toledo;925316018;bibliotecademascaraque@hotmail.com;Biblioteca Pública Municipal
2019;Sala de Lectura Pública de La Mata;547;4501695-5576;BIBLIOTECA PÚBLICA MUNICIPAL DE LA MATA;Lepanto, 1;45534;Mata (La);Toledo;925747191;ayto.erustes@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Mazarambroz;548;4500276-5491;BIBLIOTECA PÚBLICA MUNICIPAL DE MAZARAMBROZ;Vereda de la Gitana, 1;45114;Mazarambroz;Toledo;925397242;culturamazarambroz@gmail.com;Biblioteca Pública Municipal
2019;Sala de Lectura Pública de Mejorada;549;4500282-5492;BIBLIOTECA PÚBLICA MUNICIPAL DE MEJORADA;Iglesia s/n;45622;Mejorada;Toledo;925707179;bibliotecamejorada@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Publica Municipal de Menasalbas;551;4501709-5583;BIBLIOTECA PÚBLICA MUNICIPAL DE MENASALBAS;Donantes de Sangre, 1;45128;Menasalbas;Toledo;925413373;bibliomena@menasalbas.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Méntrida;552;4502448-5603;BIBLIOTECA PÚBLICA MUNICIPAL DE MÉNTRIDA;Baluarte, s/n;45930;Méntrida;Toledo;918178473;bibliomentrida@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Miguel Esteban;553;4500309-5493;BIBLIOTECA PÚBLICA MUNICIPAL DE MIGUEL ESTEBAN;San Luis Gonzaga, 2;45830;Miguel Esteban;Toledo;925560606;biblioteca@aytomiguelesteban.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Mocejón;554;4500316-5494;BIBLIOTECA PÚBLICA MUNICIPAL DE MOCEJÓN;Silvano Cirujano, 2;45270;Mocejón;Toledo;925360641;biblioteca@mocejon.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Montearagón;782;4502451-5604;BIBLIOTECA PÚBLICA MUNICIPAL DE MONTEARAGÓN;Arroyo, 14;45685;Montearagón;Toledo;608771205;bibliotecademontearagon@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Mora;555;4500321-5495;BIBLIOTECA PÚBLICA MUNICIPAL DE MORA;Glorieta José Iborra, s/n;45400;Mora;Toledo;925341107;biblioteca@mora.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Nambroca;556;4500337-5496;BIBLIOTECA PÚBLICA MUNICIPAL DE NAMBROCA;Doctor Díaz Benito, 2;45190;Nambroca;Toledo;925366142;biblioteca@nambroca.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Navahermosa;558;4500342-5497;BIBLIOTECA PÚBLICA MUNICIPAL DE NAVAHERMOSA ;Miguel de Unamuno, 1;45150;Navahermosa;Toledo;925410981;archivo-biblioteca-navahermosa@hotmail.com;Biblioteca Pública Municipal
